"gene"	"mRNA len"	"genomic span"	"DC_normal"	"DC_treated"	"DC0904"	"DC0907"	"DCLPS0910"	"DCLPS0913"	"A_DC"	"A_DC_LPS"	"B_DC"	"B_DC_LPS"	"C_DC"	"C_DC_LPS"	"C2DC"	"C2DCLPS"	"C3DC"	"C3DCLPS"
"ACTN1"	4878	14141	27075	39955	14687	12388	21416	18539	9531	23099	21793	43691	10669	12312	13445	15704	20930	14738
"ACTN2"	4748	77790	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0
"ACTN3"	3105	16933	0	0	0	0	0	0	132	24	0	0	1	0	0	0	0	0
"ACTN4"	3914	82845	7239	1730	3927	3312	994	736	3013	2032	4877	4148	5793	5501	5426	4827	8983	5672
"ACTR10"	2453	35520	512	174	297	215	132	42	305	129	203	150	876	1058	1094	930	1190	918
"ACTR1A"	2883	23527	1153	680	622	531	381	299	688	655	226	995	2677	763	1667	1417	4680	1262
"ACTR1B"	2269	8161	931	469	494	437	250	219	434	301	918	614	2171	1069	2302	1583	3550	1678
"ACTR2"	3942	43558	9576	8950	5416	4160	4911	4039	3281	3596	3492	7349	26347	29829	28048	26113	33236	20708
"ACTR3"	2724	68632	27477	64939	15241	12236	35279	29660	7691	23662	7458	37714	12827	19870	13006	16229	16118	14597
"ACTR3B"	2598	68632	28917	65060	16090	12827	35321	29739	8876	23837	8059	38036	13018	19997	13214	16367	16415	14774
"ACTR5"	2488	23994	194	0	129	65	0	0	129	21	0	0	286	195	166	94	318	128
"ACTR6"	1887	23609	71	0	50	21	0	0	62	0	10	0	318	484	367	302	437	332
"ACTR8"	3537	15033	402	80	232	170	48	32	155	116	24	214	258	510	973	416	962	694
"ACTRT1"	1441	1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTRT2"	1421	1421	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
"ACVR1"	3056	138667	2551	633	1361	1190	391	242	1810	446	367	356	533	718	585	898	916	920
"ACVR1B"	4658	45375	179	0	138	41	0	0	197	23	0	25	495	348	530	244	581	270
"ACVR1C"	8884	102121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACVR2A"	5372	86308	9981	59995	5573	4408	32457	27538	2535	25085	955	38124	615	4606	366	2900	454	1864
"ACVR2B"	11463	38843	328	64	188	140	30	34	352	40	83	22	434	328	528	66	442	94
"ACVRL1"	4272	15944	0	0	0	0	0	0	85	22	0	0	4	0	89	76	30	33
"ACY1"	1895	14177	0	0	0	0	0	0	136	20	7	20	497	348	610	567	577	495
"ACY3"	1307	8105	0	0	0	0	0	0	10	12	0	0	6	2	0	0	0	0
"ACYP1"	688	10808	130	0	74	56	0	0	123	0	0	0	185	96	153	81	212	90
"ACYP2"	1224	190025	598	432	394	204	207	225	429	246	53	182	10	82	15	61	73	8
"ADA"	1543	32214	8	215	8	0	123	92	54	815	0	69	77	268	53	700	75	106
"ADAD1"	2028	50827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAD2"	2315	6051	1	13	0	1	13	0	0	48	0	0	1	0	0	0	0	0
"ADAL"	3524	23224	0	0	0	0	0	0	14	0	0	0	37	182	40	33	44	20
"ADAM10"	3943	153669	5987	829	3446	2541	429	400	3509	361	972	512	3948	4563	5998	3265	6156	4408
"ADAM11"	4427	22646	0	0	0	0	0	0	105	84	0	0	24	19	0	0	0	0
"ADAM12"	6112	374227	2652	1055	1521	1131	570	485	1094	206	1146	300	281	285	754	528	319	217
"ADAM15"	4531	11832	3067	796	1598	1469	430	366	1504	582	4346	1595	7389	6378	5601	3805	14506	8557
"ADAM17"	3570	66506	6809	13722	3873	2936	7522	6200	2675	4984	2226	11065	2533	3919	3304	4692	3250	2728
"ADAM18"	2266	145345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM19"	6488	98457	8643	14761	4972	3671	8063	6698	3212	7052	1065	14854	4369	11950	3809	3497	5521	2346
"ADAM2"	2662	94525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM20"	2793	12655	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0
"ADAM21"	2406	2406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM21P"	2049	2049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM22"	3472	262747	0	0	0	0	0	0	9	8	0	0	1	0	0	0	0	0
"ADAM23"	3074	174311	239	310	162	77	178	132	159	85	20	41	485	666	257	292	64	8
"ADAM28"	3308	61147	9	1367	0	9	765	602	0	868	0	264	14	45	11	32	4	4
"ADAM29"	3329	59823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM30"	2958	2958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM32"	2751	177387	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0
"ADAM33"	3540	14122	0	3	0	0	3	0	103	57	0	0	0	0	0	0	0	0
"ADAM6"	1844	2541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM7"	2614	67766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM8"	3288	14453	771	1489	403	368	736	753	343	1051	406	3296	641	1100	859	1352	969	1409
"ADAM9"	4118	108274	4456	3899	2596	1860	2137	1762	2341	2358	861	1688	6322	7212	6994	7865	7066	4831
"ADAMDEC1"	2453	21730	0	273	0	0	141	132	0	133	0	46	0	84	0	48	0	0
"ADAMTS1"	4658	9122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS10"	4263	30464	3	0	0	3	0	0	128	66	1	0	2	2	0	17	9	3
"ADAMTS12"	4978	364839	0	0	0	0	0	0	51	0	2	0	0	0	0	0	0	0
"ADAMTS13"	4962	37389	1	0	1	0	0	0	141	182	0	0	1	0	0	0	0	0
"ADAMTS14"	5287	89636	31	44	31	0	29	15	513	366	0	171	0	145	4	47	19	4
"ADAMTS15"	2860	24848	0	0	0	0	0	0	27	0	0	0	0	0	29	4	0	0
"ADAMTS16"	4996	179970	0	0	0	0	0	0	65	39	0	0	0	0	0	0	0	0
"ADAMTS17"	6353	370542	0	0	0	0	0	0	270	65	0	0	0	0	0	0	0	0
"ADAMTS18"	5935	152987	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS19"	5112	278275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS2"	3675	231480	0	0	0	0	0	0	748	344	0	0	0	0	0	0	0	0
"ADAMTS20"	5771	197713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS3"	5843	287831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS4"	4340	9308	0	0	0	0	0	0	62	29	0	0	1	1	0	0	0	0
"ADAMTS5"	9670	49209	0	0	0	0	0	0	0	10	0	0	22	41	8	103	10	0
"ADAMTS6"	7444	333142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS7"	5513	52229	0	0	0	0	0	0	279	98	0	0	0	0	0	0	0	0
"ADAMTS8"	3670	23721	0	0	0	0	0	0	28	11	0	0	0	0	0	0	0	0
"ADAMTS9"	7350	172034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTSL1"	7844	436843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTSL2"	4086	43356	0	0	0	0	0	0	240	236	0	0	0	0	0	0	0	0
"ADAMTSL3"	7363	385755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTSL4"	4218	11514	9217	13374	5134	4083	9846	3528	3646	8900	9867	15163	8150	8760	13021	10783	20495	11898
"ADAMTSL5"	2869	8173	0	0	0	0	0	0	36	39	0	0	0	0	0	0	0	0
"ADAP1"	2359	77699	5364	7681	2851	2513	3962	3719	2179	7416	3014	8976	2243	2631	2506	2133	1788	1244
"ADAP2"	2776	37457	1975	330	1105	870	135	195	981	166	881	261	1685	1641	1331	951	1826	1020
"ADAR"	6642	26148	6454	7181	3540	2914	3799	3382	2511	4018	2151	6085	12220	15792	15550	11861	15673	4339
"ADAR2g"	4014	151987	21	6	11	10	6	0	361	104	9	33	168	157	201	258	209	196
"ADARB1"	7039	151987	21	6	11	10	6	0	361	104	9	33	168	157	201	258	209	196
"ADARB2"	3663	551646	16	0	0	16	0	0	1061	198	0	0	8	0	0	0	0	0
"ADAT1"	2796	24158	451	90	280	171	31	59	224	49	27	35	320	320	513	430	631	355
"ADAT2"	6258	27873	18	7	14	4	0	7	85	90	0	30	181	219	164	119	247	169
"ADAT3"	1623	8072	224	39	109	115	25	14	109	67	109	117	76	46	132	90	164	103
"ADC"	5855	38873	0	0	0	0	0	0	100	33	0	0	0	0	0	9	11	0
"ADCK1"	2505	10723	1543	636	842	701	320	316	1229	598	251	448	383	415	484	413	876	556
"ADCK2"	2372	21957	163	28	88	75	18	10	78	37	122	0	805	831	1437	1039	1467	965
"ADCK4"	2458	25358	409	15	213	196	0	15	438	150	130	0	182	309	344	258	487	294
"ADCK5"	1974	20722	317	51	146	171	18	33	330	144	269	45	173	466	143	202	209	178
"ADCY1"	12516	148589	0	0	0	0	0	0	246	49	0	0	0	0	117	68	8	0
"ADCY10"	5278	104617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADCY2"	6578	433853	0	2	0	0	0	2	31	0	0	0	0	0	0	0	0	0
"ADCY3"	4418	100016	921	333	529	392	163	170	926	280	426	271	1398	1567	2160	1185	2347	1811
"ADCY4"	3437	16384	23	8	23	0	0	8	237	57	0	0	19	12	79	68	99	84
"ADCY5"	3863	163995	0	0	0	0	0	0	407	117	0	0	0	0	0	0	0	0
"ADCY6"	6586	17903	4	0	0	4	0	0	102	33	0	0	0	7	21	16	42	13
"ADCY7"	6163	30222	33722	29030	18504	15218	15769	13261	10131	14458	29525	12810	18819	22647	25115	18607	33290	16616
"ADCY8"	4118	260289	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0
"ADCY9"	7735	153535	3209	1219	1767	1442	576	643	1866	657	1051	743	983	1688	1081	1622	1306	1269
"ADCYAP1"	3190	7229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADCYAP1R1"	1659	54171	0	0	0	0	0	0	184	134	0	0	0	0	0	0	0	0
"ADD1"	5294	15523	6377	5501	3658	2719	2947	2554	2956	1946	3490	21542	4852	4721	5388	4286	6759	4451
"ADD2"	4041	106066	162	20	71	91	10	10	85	11	0	0	189	195	290	148	347	182
"ADD3"	4456	127611	4233	420	2521	1712	234	186	3048	285	1386	349	1660	2364	2752	2247	3535	2037
"ADFP"	832	7927	0	0	0	0	0	0	10	10	0	0	225	190	911	1263	815	989
"ADH1A"	1478	45050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADH1B"	4718	15046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADH1C"	1478	16268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADH4"	2134	20615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADH5"	2650	17801	59	34	26	33	16	18	162	0	0	0	431	278	1134	945	1098	979
"ADH6"	2812	16610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADH7"	2156	23109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADHFE1"	1907	36326	572	161	283	289	111	50	499	172	24	41	201	280	352	253	278	178
"ADI1"	1679	21661	349	221	214	135	114	107	341	298	64	172	1842	685	1838	1225	676	2265
"ADIG"	773	7268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADIPOQ"	4631	15789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADIPOR1"	2141	17524	611	139	338	273	90	49	405	95	210	199	4347	3566	4139	3392	4861	1993
"ADIPOR2"	3980	97585	5572	11529	3277	2295	6295	5234	2097	5824	1081	10017	3059	3700	2818	2745	3449	2456
"ADIR"	1859	14017	1143	2710	348	795	672	2038	304	77	970	29402	1607	3277	2003	3929	2828	4270
"ADK"	2092	532617	37598	31244	21256	16342	17067	14177	16398	12457	15122	27422	1325	1960	2200	1633	1326	1317
"ADM"	1913	2294	0	0	0	0	0	0	41	53	0	34	31	219	78	959	64	489
"ADM2"	4246	4854	0	0	0	0	0	0	0	30	0	0	25	38	0	0	4	3
"ADNP"	4718	40646	7593	6005	4245	3348	3184	2821	3631	2712	4471	4835	129	203	120	97	114	75
"ADNP2"	5389	31313	657	961	411	246	553	408	366	980	163	1044	823	1183	921	1154	1004	746
"ADO"	3724	3724	30931	7267	21342	9589	3894	3373	3417	2621	17021	22285	4860	3904	4456	3102	4635	2722
"ADORA1"	2923	39699	0	0	0	0	0	0	150	25	0	0	17	8	0	0	30	0
"ADORA2A"	2874	24617	41	223	17	24	175	48	99	634	0	318	29	398	45	844	45	34
"ADORA2B"	1887	30981	44	132	33	11	95	37	326	494	0	93	219	206	186	360	337	234
"ADORA3"	2245	4692	86	0	29	57	0	0	115	0	0	0	1755	871	1189	303	1722	542
"ADPGK"	2777	32418	8824	3185	2895	5929	1739	1446	5500	3175	9766	7126	951	1048	5080	4471	5627	7941
"ADPRH"	3443	10270	171	712	99	72	359	353	79	489	0	392	1262	2041	1280	1554	1319	944
"ADPRHL1"	2036	31581	6	0	0	6	0	0	94	67	0	0	10	15	5	3	0	11
"ADPRHL2"	1696	5081	259	64	146	113	20	44	113	93	6	54	1002	784	950	744	1618	777
"ADRA1A"	2307	117257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADRA1B"	2256	56279	0	0	0	0	0	0	26	19	0	0	0	0	0	0	0	0
"ADRA1D"	2668	28383	0	0	0	0	0	0	50	10	0	0	0	0	0	0	0	0
"ADRA2A"	3872	3872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADRA2B"	3262	3264	0	310	0	0	144	166	0	185	0	37	11	54	56	54	69	75
"ADRA2C"	1957	1957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADRB1"	2861	2861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADRB2"	2034	2034	43	0	14	29	0	0	25	0	0	103	52	27	73	0	42	0
"ADRB3"	2646	3670	0	0	0	0	0	0	11	0	0	0	11	0	0	0	0	0
"ADRBK1"	3465	20126	5377	933	2909	2468	525	408	2272	554	6625	1287	6200	5849	8845	6979	11251	6697
"ADRBK2"	9225	164397	42175	62577	23458	18717	33748	28829	16461	29501	19623	46729	5741	8369	7665	7835	7795	5610
"ADRM1"	1413	5891	360	431	183	177	224	207	212	303	207	658	1980	1954	2315	2979	3079	2491
"ADSL"	1616	20071	190	44	118	72	18	26	157	56	115	190	374	732	729	832	981	774
"ADSS"	2769	43618	1364	191	719	645	85	106	1222	189	194	51	899	677	876	1017	1374	907
"ADSSL1"	1823	17419	0	0	0	0	0	0	343	99	0	28	0	5	12	16	13	0
"AEBP1"	4101	10200	0	0	0	0	0	0	77	36	0	0	1	1	0	0	0	0
"AEBP2"	5668	82567	2597	4216	1460	1137	2191	2025	1218	3156	256	4248	647	1329	593	876	783	715
"AEN"	3120	10987	135	433	51	84	254	179	143	311	15	306	344	618	497	765	433	467
"AER61"	4194	38407	176	14	90	86	0	14	232	52	22	5	526	580	662	499	634	413
"AES"	1754	9984	1580	695	868	712	325	370	723	461	882	381	8826	8006	8929	7282	16654	11378
"AF007131"	1973	25658	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"AF007147"	2875	2875	519	262	321	198	162	100	494	136	69	105	0	0	0	0	0	0
"AF035281"	3109	3109	122	0	46	76	0	0	54	28	0	0	94	38	271	105	366	143
"AF047486"	993	1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF055024"	1835	1868	207	180	107	100	89	91	112	88	117	151	508	791	392	566	906	328
"AF064843"	1647	1647	23	5	14	9	0	5	17	4	0	24	13	27	204	144	111	46
"AF070581"	4938	4938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF075052"	1481	1481	13472	130	9621	3851	32	98	2083	8042	228	188	433	453	84	0	103	32
"AF075059"	1666	1666	246	189	155	91	108	81	111	395	85	213	609	272	498	416	659	367
"AF075112"	304	1524	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
"AF079515"	574	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF085962"	589	761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF085995"	478	39674	529	170	268	261	107	63	700	162	4	46	142	81	13	20	78	15
"AF086102"	651	2974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF086111"	2219	2219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF086125"	435	12016	0	0	0	0	0	0	43	23	0	0	0	0	0	0	0	0
"AF086132"	545	545	34	0	0	34	0	0	0	8	0	0	521	410	181	110	248	176
"AF086142"	1673	1673	61	25	35	26	0	25	14	0	0	18	52	86	19	13	22	0
"AF086154"	634	6565	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0
"AF086184"	710	62428	16	0	16	0	0	0	46	26	0	31	56	44	50	59	56	45
"AF086187"	993	35386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF086203"	703	280482	35	0	19	16	0	0	61	0	0	0	1140	397	1458	634	1488	594
"AF086204"	448	4727	1074	1203	563	511	620	583	180	241	310	1101	284	699	599	276	1474	1278
"AF086219"	459	30109	188	85	114	74	65	20	149	94	116	22	149	130	286	305	324	211
"AF086258"	547	7438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF086288"	697	206511	1	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0
"AF086294"	666	3408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF086303"	671	621276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF086351"	507	3031	112	0	61	51	0	0	74	9	109	1	100	484	1350	24	0	48
"AF086463"	4366	5912	62	111	30	32	65	46	127	131	0	31	0	0	0	0	0	0
"AF086476"	268	7400	14	0	14	0	0	0	3	0	0	0	2	8	3	0	5	2
"AF086487"	757	13935	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
"AF088005"	593	95059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF088011"	661	103728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF088041"	3547	3547	0	1543	0	0	914	629	898	0	1328	1010	4923	4984	0	0	0	0
"AF088054"	1078	2440	76	74	76	0	48	26	70	15	0	48	46	25	53	54	67	35
"AF088076"	425	15662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF090102"	1457	1457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF090939"	2039	2039	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
"AF10"	3620	69987	5028	2784	2841	2187	1577	1207	2557	1418	1176	1707	834	1049	913	750	1011	637
"AF10/CALM"	5227	209162	8910	3266	4955	3955	1833	1433	4806	1814	2024	2224	1365	1683	1207	952	1272	798
"AF113016"	4136	4136	807846	772182	448004	359842	417262	354920	317374	329972	339425	438091	8033	14811	12226	18488	16658	14693
"AF116693"	1619	1619	58	28	29	29	28	0	14	29	61	0	374	638	100	256	140	147
"AF119915"	1324	1324	106	0	52	54	0	0	49	21	0	0	0	0	0	2	0	0
"AF129264"	2141	2729	0	0	0	0	0	0	32	13	0	0	0	0	0	0	0	0
"AF131817"	1433	1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF131837"	1733	1733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF143870"	651	17964	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
"AF143871"	1111	2785	141	37	69	72	19	18	223	92	98	181	4089	275	1349	0	2643	1701
"AF157115"	2399	2399	28	0	0	28	0	0	145	0	0	0	286	77	177	41	377	56
"AF161365"	547	20456	0	0	0	0	0	0	27	11	0	0	0	0	4	9	0	0
"AF161426"	621	22345	0	0	0	0	0	0	15	0	0	0	0	0	3603	7425	5881	2631
"AF161442"	558	11812	0	0	0	0	0	0	93	56	0	0	0	0	0	0	0	0
"AF216583"	847	847	19	70	19	0	32	38	0	20	0	0	0	0	0	0	0	0
"AF230800"	409	89889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF245314"	151	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF258550"	1697	1697	15	0	0	15	0	0	16	13	0	0	68	134	0	0	0	0
"AF258560"	1687	1687	589	53	361	228	32	21	343	55	106	51	679	0	0	700	1246	0
"AF268386"	4463	4463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF277175"	810	810	203	0	100	103	0	0	309	9	0	0	1031	981	1222	719	1404	765
"AF279775"	727	5596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF279780"	1774	334912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF279782"	1693	246257	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
"AF283776"	1794	1794	152	72	61	91	33	39	101	28	0	0	1208	1	200	0	226	184
"AF289551"	2373	2373	32	0	1	31	0	0	12	37	0	0	47	135	0	0	21	0
"AF290475"	528	1477	59	0	37	22	0	0	0	0	0	0	0	28	20	19	41	21
"AF301223"	1693	47082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF315106"	86	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF321617"	1727	1727	489	183	367	122	108	75	84	61	0	84	0	0	1465	865	0	796
"AF339814"	1676	226973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF339817"	6078	6078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF355799"	499	2545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF379632"	1219	29801	0	0	0	0	0	0	15	0	0	0	0	0	3604	7430	5880	2696
"AF379633"	2925	21851	0	0	0	0	0	0	0	0	0	0	0	0	34	0	1245	450
"AF380582"	515	2595	0	0	0	0	0	0	0	0	0	0	0	0	471	1043	499	0
"AF387615"	138	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF397448"	325	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF420437"	436	1149	0	0	0	0	0	0	0	0	0	0	0	0	14	3207	66	2452
"AF452719"	1102	3216	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
"AF462444"	1260	1477	0	0	0	0	0	0	13	10	0	0	597	0	182	165	234	163
"AF480540"	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF480556"	97	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF508905"	636	11160	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0
"AF508907"	403	15600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF510427"	605	70108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AF520419"	1959	34384	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"AF520792"	1000	1000	1668	765	1038	630	521	244	829	682	0	52	3485	3343	1774	2675	3687	2386
"AF520793"	488	488	1490	318	1139	351	318	0	330	571	0	288	3473	19	1	0	23	211
"AF548120"	138	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AFAP1"	7788	181215	0	0	0	0	0	0	127	157	0	0	0	0	0	0	33	7
"AFAP1L1"	4229	69966	5	0	0	5	0	0	91	11	0	0	170	153	365	416	100	127
"AFAP1L2"	4154	109933	0	0	0	0	0	0	123	13	0	0	0	0	0	0	0	0
"AFARP1"	1325	1325	20	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
"AFF1"	9400	134039	39928	12664	22492	17436	6892	5772	16939	6633	20441	6719	6763	7013	8464	6105	9417	4681
"AFF2"	13766	500055	0	0	0	0	0	0	28	0	0	0	0	0	16	10	0	0
"AFF3"	8159	595321	404	590	288	116	304	286	152	101	37	254	0	8	22	0	5	5
"AFF4"	9618	88284	8684	29815	4800	3884	16122	13693	3006	10821	2573	15966	3793	7021	5002	5966	4757	3329
"AFG3L1"	3179	24042	1984	945	1064	920	500	445	877	586	1417	1311	645	851	640	489	844	446
"AFG3L2"	2980	48088	2766	1223	1836	930	648	575	1414	674	414	1799	2293	2501	2796	2348	3584	2249
"AFM"	2011	22257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AFMID"	1756	20386	252	41	153	99	41	0	212	81	125	35	445	388	432	278	293	257
"AFP"	2047	19561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AFTPH"	4097	68668	9444	14128	5309	4135	7602	6526	3570	6569	2671	10763	4853	8143	4956	5698	5431	4304
"AG10"	3456	95818	5260	8924	2913	2347	4949	3975	3086	6942	2630	9261	1265	1655	8026	15615	11317	9712
"AGA"	2050	11669	70	6	43	27	6	0	51	0	0	0	469	417	431	426	558	336
"AGAP1"	4535	631380	0	0	0	0	0	0	883	221	0	0	0	0	0	0	0	0
"AGAP11"	3167	39464	30	0	22	8	0	0	0	0	0	23	14	10	1361	871	2074	820
"AGAP2"	4938	13036	202	31	90	112	6	25	205	132	18	67	464	391	445	348	773	545
"AGAP3"	3250	57699	5868	4929	3240	2628	2773	2156	2627	3950	4070	8442	1502	1901	3413	3688	4017	3596
"AGAP4"	2507	21872	0	0	0	0	0	0	0	0	0	0	0	10	546	353	770	95
"AGAP5"	3890	56240	791	47	452	339	26	21	719	96	88	204	307	286	242	115	265	74
"AGAP6"	2779	22182	182	64	99	83	44	20	146	62	140	28	146	116	240	124	245	146
"AGAP7"	2425	22165	0	0	0	0	0	0	0	0	0	0	35	37	4	6	3	4
"AGAP8"	2813	146643	0	0	0	0	0	0	0	0	0	0	0	0	555	483	690	504
"AGBL1"	3517	887043	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
"AGBL2"	3407	55159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AGBL3"	3546	149269	129	10	85	44	10	0	49	10	0	19	40	47	1	0	7	0
"AGBL4"	4031	461932	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0
"AGBL5"	3299	19000	482	174	289	193	116	58	369	189	80	64	973	1075	145	743	263	102
"AGER"	1592	3265	166	96	37	129	52	44	33	152	137	127	87	167	101	137	310	120
"AGFG1"	8746	89052	7611	5748	4167	3444	3039	2709	3873	3219	2209	5232	2609	2844	2539	2453	2780	1901
"AGFG2"	4822	29010	1301	1578	745	556	829	749	581	1412	732	5420	508	726	522	765	871	918
"AGGF1"	4477	34805	480	4	283	197	0	4	289	5	19	4	1380	1079	1653	979	1862	1025
"AGK"	2941	103133	290	48	200	90	26	22	450	95	42	187	341	334	435	353	557	331
"AGL"	7483	73536	212	15	123	89	10	5	74	9	9	35	706	925	899	709	881	544
"AGMAT"	2203	12455	0	0	0	0	0	0	0	20	0	0	0	1	0	0	3	0
"AGPAT1"	2452	9131	313	11	188	125	11	0	222	71	97	20	2078	679	712	453	1295	600
"AGPAT2"	1554	14318	288	38	119	169	31	7	336	144	55	14	1116	563	1185	1181	1439	977
"AGPAT3"	7269	40665	16332	4124	9198	7134	2309	1815	6584	4160	12039	7599	6376	6049	5629	4635	8667	5376
"AGPAT4"	7888	144052	8036	31925	4480	3556	17243	14682	2327	19753	1383	26950	443	975	1412	2975	1232	895
"AGPAT5"	5525	53143	153	11	69	84	11	0	155	59	0	0	618	656	592	439	866	578
"AGPAT6"	6323	46815	3837	3124	2140	1697	1748	1376	1822	1726	2095	3011	3260	3895	3895	3877	5587	3972
